Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Precursor Mz
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Succinic acid,11.67,1280853,10594095,222743,117.018785
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Succinic semialdehyde,6.61,873076,839585,115836,101.02387
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Succinic semialdehyde,6.56,716217,231925,117843,101.02387
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Succinic semialdehyde,3.8,67594297344,2710723584,882204672,101.02387
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Succinic semialdehyde,3.74,65031278592,4193735936,833666944,101.02387
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Sucrose,11.71,73299928,0,6262608,341.10839
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Sucrose,11.71,76524448,0,6589311,341.10839
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Sucrose,12.55,67629160,667446,4768014,341.10839
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Sucrose,12.13,1970909,0,353314,341.10839
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Sulfanilic acid,8.12,11234,0,39060,172.006841
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Sulfanilic acid,8.15,12076,0,45611,172.006841
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Sulfanilic acid,3.86,452716256,0,26203926,172.006841
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Sulfanilic acid,3.84,445460352,0,25640294,172.006841
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Sulfoacetic acid,#N/A,#N/A,#N/A,#N/A,138.970122
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Sulfoacetic acid,13.62,8881,0,29566,138.970122
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Sulfoacetic acid,12.11,58751292,0,1891798,138.970122
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Sulfoacetic acid,12.08,61311276,0,1958126,138.970122
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Sulfolactic Acid,12.55,21125,0,53656,168.980687
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Sulfolactic Acid,#N/A,#N/A,#N/A,#N/A,168.980687
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Sulfolactic Acid,11.03,367167,0,88943,168.980687
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Sulfolactic Acid,10.81,395858,0,74233,168.980687
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Taurine,10.23,15884,0,52210,124.006841
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Taurine,11.4,19997,0,40086,124.006841
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Taurine,7.6,428846272,0,29682394,124.006841
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Taurine,7.61,430516704,3675188,29219900,124.006841
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Threonic acid,7,332150592,0,11250741,135.02935
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Threonic acid,7.01,396062464,0,12769395,135.02935
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Threonic acid,#N/A,#N/A,#N/A,#N/A,135.02935
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Threonic acid,#N/A,#N/A,#N/A,#N/A,135.02935
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Thymidine,3.31,74941400,0,2737707,241.082448
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Thymidine,3.37,79021296,0,2811487,241.082448
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Thymidine,#N/A,#N/A,#N/A,#N/A,241.082448
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Thymidine,2.72,56283,0,163271,241.082448
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Thymine,3.31,229551344,0,7722929,125.035103
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Thymine,3.37,242058192,840563,8225620,125.035103
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Thymine,3.46,99691272,0,5923709,125.035103
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Thymine,3.47,102232424,0,5795709,125.035103
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Trehalose,#N/A,#N/A,#N/A,#N/A,341.10839
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Trehalose,12.79,17447,0,67800,341.10839
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Trehalose,12.55,67629160,667446,4768014,341.10839
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Trehalose,12.55,66143040,0,4845760,341.10839
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,UDP-N-acetylglucosamine,#N/A,#N/A,#N/A,#N/A,606.073753
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,UDP-N-acetylglucosamine,#N/A,#N/A,#N/A,#N/A,606.073753
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,UDP-N-acetylglucosamine,10.87,45867212,0,1979918,606.073753
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,UDP-N-acetylglucosamine,10.87,46423812,0,1703892,606.073753
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,UDP-glucose,#N/A,#N/A,#N/A,#N/A,565.047204
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,UDP-glucose,#N/A,#N/A,#N/A,#N/A,565.047204
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,UDP-glucose,12.07,37626300,0,2263542,565.047204
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,UDP-glucose,12.06,39124484,0,2419872,565.047204
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Uracil,3.5,321840768,2634459,11160832,111.019453
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Uracil,3.46,342210528,0,11463668,111.019453
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Uracil,4.17,90494048,0,5527002,111.019453
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Uracil,4.17,91515224,0,5600752,111.019453
molecules1,210204_Std_4uMStdsMix1InH2O_neg1,Uridine,#N/A,#N/A,#N/A,#N/A,243.061713
molecules1,210204_Std_4uMStdsMix1InH2O_neg2,Uridine,#N/A,#N/A,#N/A,#N/A,243.061713
molecules1,210204_Std_4uMStdsMix2InH2O_neg1,Uridine,5.86,125022936,0,5229385,243.061713
molecules1,210204_Std_4uMStdsMix2InH2O_neg2,Uridine,5.86,125603400,0,5302955,243.061713
